Uranians	Umbria
Uruguayan	Uruguay
Uruguayans	Uruguay
Utahn	Utah
Utahns	Utah
Utican	Utica
Utonian	Utah
Utonians	Utah
Uyghur	Utah
Uyghurs	Utah
Uzbek	Uzbekistan
Uzbekistani	Uzbekistan
Uzbekistanis	Uzbekistan
Uzbeks	Uzbekistan
Vancouverit	Vancouver
Vancouverite	Vancouver
Vanuatuan	Vanuatu
Varsovian	Warsaw
Varsovians	Warsaw
Vatican	Vatican City State
Vatican citizens	Vatican City State
Venetian	Venetia
Venetians	Venetia
Venezuelan	Venezuela
Venezuelans	Venezuela
Venusian	Venus
Venusians	Venus
Vermonter	Vermont
Vermonters	Vermont
Viennese	Vienna
Vietnamese	Vietnam
Vincentian	Saint Vincent and the Grenadines
Vincentians	Saint Vincent and the Grenadines
Virginian	Virginia
Virginians	Virginia
Wacoan	Waco
Wacoans	Waco
Walian	Wales
Wallis and Futuna	Wallis and Futuna
Wallis and Futuna Islanders	Wallis and Futuna
Wallisian	Wallis and Futuna
Wallisians	Wallis and Futuna
Washingtoni	Washington
Washingtonian	Washington
Wellingtoni	Wellington
Wellingtonian	Wellington
Welsh	Wales
Welshman	Welsh
Welshmen	Wales
Welshwomanuadorians	Ecuador
Orkneyan	Orkney
Median	Mede
Irishwoman	Irish
Saint-Martinoise	Saint Martin
Pleiad	Pittsburgh
Corfiots	Corfu
Rhodian	Rhodes
Antarctic residents	Antarctica
Moldovan	Moldova
Spaniard	South Wales
Austro	Austria
Gibraltarians	Gibraltar
Englander	England
Maniots	Mani
Mississaugan	Mississauga
Abkhazian	Abkhazia
Mexican	Mexico
Futunan	Wallis and Futuna
Hong Kongers	Hong Kong
Sint Maarten	Sint Maarten
Yemenis	Yemen
Nepalis	Nepal
Palestinian	Palestine
Barbadians	Barbados
Sudanese	Sudan
Palladian	Pallas
Scotsmen	Scotland
American Samoans	American Samoa
Spanish	Spain
Ontarian	Ontario
Martiniquais	Martinique
Tobagonian	Trinidad and Tobago
Ossetian	Ossetia
Saudi	Saudi Arabia
